original_filename,new_filename,subject_id,class_id,class_name,original_subset,original_image_path,original_label_path,sha256,image_extension,file_size,width,height,bbox_count
bored_5193.jpg,S01_bored_0014.jpg,S01,2,bored,val,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\val\bored_5193.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\val\bored_5193.txt,cd2898984085daad1cc36fc80959bf2c22e40b3cfea710ee5c678726911a3682,.jpg,69365,640,480,1
bored_5197.jpg,S01_bored_0015.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5197.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5197.txt,92e10f87c78b8f0a08d45498de006a25ed50df81870f33643c7c0644d2ec7112,.jpg,69369,640,480,1
bored_5202.jpg,S01_bored_0016.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5202.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5202.txt,a3fa9124d08e588807e46a0b85ab207f09700bacb15d2833055bf7f51a86b705,.jpg,69424,640,480,1
bored_5207.jpg,S01_bored_0017.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5207.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5207.txt,1e73acbea73de5d9cb6cd2938a65fb8352b254d6d664d19d9503c020b0e26aff,.jpg,69388,640,480,1
bored_5212.jpg,S01_bored_0018.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5212.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5212.txt,8025c43ca8aba9ae277a62621fdba49a736340c45462b8ebb34ee2bec54b20a7,.jpg,69460,640,480,1
bored_5217.jpg,S01_bored_0019.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5217.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5217.txt,23c31973e8f2d88e2d9bd0d09387495ed38bb397cad4cbefc9712a844f7eea2d,.jpg,69436,640,480,1
bored_5222.jpg,S01_bored_0020.jpg,S01,2,bored,test,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\test\bored_5222.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\test\bored_5222.txt,39c33aff3919f241545ffd9e7c90c1080781abcf9e2709f9a9b7b7a9ce78b847,.jpg,69156,640,480,1
bored_5226.jpg,S01_bored_0021.jpg,S01,2,bored,test,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\test\bored_5226.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\test\bored_5226.txt,46c2df729ed5ae4f77be47969b6bd70b4fdcc8eb48f588e6ba5de7a52201b122,.jpg,69306,640,480,1
bored_5306.jpg,S01_bored_0022.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5306.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5306.txt,e395d16623f90e274a87c35ee4c2aebca25d57dbf50a39dab25c8322953353eb,.jpg,67675,640,480,1
bored_5543.jpg,S01_bored_0023.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5543.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5543.txt,9d6fc2eda896231445d2c54a441426957c6e77dc99fae89b7dd30c47e0cb0fdc,.jpg,68454,640,480,1
bored_5553.jpg,S01_bored_0024.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5553.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5553.txt,8050254e2d07ec7207b4e3650549a2b8a4cada80a54d91e660dd0e1509c096a2,.jpg,68811,640,480,1
bored_5596.jpg,S01_bored_0025.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5596.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5596.txt,7e416e698134a8cee63a81f589f50a23b568145d0e3579e841567185e6852464,.jpg,68479,640,480,1
bored_5606.jpg,S01_bored_0026.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5606.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5606.txt,99fdb41a92c734042413c9b697dbcdb6c24165814cd1273dc8fc490c0b4c7a8f,.jpg,68449,640,480,1
bored_5685.jpg,S01_bored_0027.jpg,S01,2,bored,test,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\test\bored_5685.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\test\bored_5685.txt,1a45dcdcf7a9f2c84649be10b297725aa2fb5ecb5f61c5e047032fd405fbdc17,.jpg,70166,640,480,1
bored_5695.jpg,S01_bored_0028.jpg,S01,2,bored,val,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\val\bored_5695.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\val\bored_5695.txt,c2909fcd993b6573bbb441b8d32fd6715dad2a9270e7d9e2b1a2c0909d28e5a2,.jpg,70710,640,480,1
bored_5700.jpg,S01_bored_0029.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5700.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5700.txt,727c8ee75bbf187c9f646d444e8dd25d7cf26898f2ee72afddb4b5b8fda65cff,.jpg,70721,640,480,1
bored_5706.jpg,S01_bored_0030.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5706.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5706.txt,f7e7efe01ad272f83b72638fccef3be12c8887948ff53fcb785cd21e2cadce2c,.jpg,70898,640,480,1
bored_5867.jpg,S01_bored_0031.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5867.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5867.txt,1a905c66e5bd6bf4ab0906fe64fb6409b83201eb80f5e06ff363c8f630970af4,.jpg,69866,640,480,1
bored_5893.jpg,S01_bored_0032.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5893.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5893.txt,924ab1a29a493f939fdfdaa5ac2eb6f6d52cc25e3bfe9b434804b213ee37e531,.jpg,70017,640,480,1
bored_5899.jpg,S01_bored_0033.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5899.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5899.txt,12bbfd7a4790862a5bcf549a62ceef0567b4bb8e165676e37d56fcb9aea7b176,.jpg,70098,640,480,1
bored_5905.jpg,S01_bored_0034.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5905.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5905.txt,fa4c719d86081bafe6a49bbe817e6aa402a71f78d035a49143efeb1a096184ec,.jpg,70134,640,480,1
bored_5910.jpg,S01_bored_0035.jpg,S01,2,bored,val,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\val\bored_5910.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\val\bored_5910.txt,ae18df2ff035e22906e42319e4203e5173340d77ca64ebf8df53f90f1744567c,.jpg,70129,640,480,1
bored_5914.jpg,S01_bored_0036.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5914.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5914.txt,7123e2320509381ddbde156ed86a427666000afea3783979ceb0ff5adb5f1425,.jpg,70272,640,480,1
bored_5919.jpg,S01_bored_0037.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_5919.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_5919.txt,bcdba50cc46938b98eec175699b213db6ca216fb3421c66c0fe012c6e6dd06b1,.jpg,70161,640,480,1
bored_6005.jpg,S01_bored_0038.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6005.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6005.txt,55f0643784d31e500227eab19257da7f7b0dfbd0da1414f10ccbe462a8492c02,.jpg,70242,640,480,1
bored_6010.jpg,S01_bored_0039.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6010.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6010.txt,1475b5f92620ab2495389158e1d18c176d7e45115d2c9feaf4ff5045dea2477f,.jpg,70398,640,480,1
bored_6016.jpg,S01_bored_0040.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6016.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6016.txt,9a5d992a3ff94f17c673b3f6c8875bfaf282e44a53337691cfae9089307514fc,.jpg,70481,640,480,1
bored_6022.jpg,S01_bored_0041.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6022.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6022.txt,408f8fd29c97bea609c43ef9643c2148828ce7ffe7c425af6d4e83feb1be5a0f,.jpg,70365,640,480,1
bored_6027.jpg,S01_bored_0042.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6027.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6027.txt,8a9679cf566d023e91b1eccf120633715d955a2ee92ac55ff4b8485ee75fac1f,.jpg,70455,640,480,1
bored_6032.jpg,S01_bored_0043.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6032.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6032.txt,f94377ef28bfa8e1dfad4e07913ce3d77484cc0d83b5d43580f0c49a4faf1846,.jpg,70434,640,480,1
bored_6037.jpg,S01_bored_0044.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6037.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6037.txt,ecd642e0bf12cc35ba546151d4b1f4adb9d0b12aa11f7a5017598fced25c16b6,.jpg,70436,640,480,1
bored_6042.jpg,S01_bored_0045.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6042.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6042.txt,371cc5df42feb2721faea2b2bc0ad0440eaa410d0de0630fe4a6db529652731c,.jpg,70520,640,480,1
bored_6047.jpg,S01_bored_0046.jpg,S01,2,bored,test,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\test\bored_6047.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\test\bored_6047.txt,37240cec561ede6ed9a761141de0c173568a6e0ef426095624fd850f4d886f29,.jpg,70374,640,480,1
bored_6080.jpg,S01_bored_0047.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6080.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6080.txt,4d087073bbc217a57b343af2a35fffabdc78d74bd2fd0c9c8b3d1e6cd3373238,.jpg,70727,640,480,1
bored_6265.jpg,S01_bored_0048.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6265.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6265.txt,f939fc3db6a9578036c46768718bc2a5701b8f531339dbaa41a9402c9f15a535,.jpg,67173,640,480,1
bored_6271.jpg,S01_bored_0049.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6271.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6271.txt,ff4ff97c3c850f2fc03edb29061d376d799d85e1fc8e10a01c07ddbabe4d3c4a,.jpg,67294,640,480,1
bored_6275.jpg,S01_bored_0050.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6275.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6275.txt,fabe7e2554c5bcc01624270851f49b19ad7ce9957df3ba734128f54a183c03d9,.jpg,67210,640,480,1
bored_6279.jpg,S01_bored_0051.jpg,S01,2,bored,test,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\test\bored_6279.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\test\bored_6279.txt,f00d84b4685d733d98ce147334d72a4222c889cf3912181da517e30135ca29f5,.jpg,67142,640,480,1
bored_6290.jpg,S01_bored_0052.jpg,S01,2,bored,val,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\val\bored_6290.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\val\bored_6290.txt,d6e932504f2ff8486d4ec40ca97dcbb283ab9352b6e2679b9d79623a1ee18a71,.jpg,67126,640,480,1
bored_6294.jpg,S01_bored_0053.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6294.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6294.txt,11cb64748b4d893d88b6763ed12cfeeeba123cd7087c6d716eaf2dfa0148013f,.jpg,67264,640,480,1
bored_6298.jpg,S01_bored_0054.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6298.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6298.txt,b59728b15e2be7bd8006218635ac551c908580edd27d799f4bbd0cb5194e496b,.jpg,67226,640,480,1
bored_6302.jpg,S01_bored_0055.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6302.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6302.txt,b46dbe7745da0a2e733625378d8af533d5649943dd448a4f725d9912c613d6b6,.jpg,67264,640,480,1
bored_6375.jpg,S01_bored_0056.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6375.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6375.txt,aeace0b1d07f94efef138acc7802e52370c3622d4fd4fc366c91764db54d731d,.jpg,67625,640,480,1
bored_6379.jpg,S01_bored_0057.jpg,S01,2,bored,test,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\test\bored_6379.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\test\bored_6379.txt,563c02c61fcee5a33ab859ee0a712fac4965dc98efca2b16a53ccda7a851195e,.jpg,67546,640,480,1
bored_6405.jpg,S01_bored_0058.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6405.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6405.txt,face8f61719af01301b4367c222698653d93ba0721ea7c666d2c8ec3515e3dfe,.jpg,67484,640,480,1
bored_6410.jpg,S01_bored_0059.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6410.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6410.txt,0a718d9c68485827257f38a445b20e3174b5a0c7207caa1b96bae75ab58d45e3,.jpg,67435,640,480,1
bored_6881.jpg,S01_bored_0060.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6881.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6881.txt,0476d0edb148ddf15749da658f12cfdcaa77db88b2873a9c236d3ebcf4fe9b5c,.jpg,65874,640,480,1
bored_6887.jpg,S01_bored_0061.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6887.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6887.txt,7a6b860fd39092d984f62197d33c7189d02ffe9066c94fd16f239274ec286a46,.jpg,65997,640,480,1
bored_6891.jpg,S01_bored_0062.jpg,S01,2,bored,train,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\images\train\bored_6891.jpg,D:\varell\college\tugas\semester 7\projek skripsi1\skripsi_yolov13_engagement\datasets\master_combined_dataset\labels\train\bored_6891.txt,b5196311f43ee2c17847048028c42e44e1a3d0877e4ef9dfe53743c0bb397ab6,.jpg,65959,640,480,1
