exact_cluster_id,sha256,filename,source,class_name,orig_split
19,065992ea5e86d913485a96f2745c5d91f76f22f93e8dd4aba6daa9aa5cc1846c,engaged_2125.jpg,hard_samples,engaged,test
20,312b8bf86f73d119777a2dc89b847130775bf43719c5c29bc584d2263c5bf41b,engaged_2145.jpg,hard_samples,engaged,train
20,312b8bf86f73d119777a2dc89b847130775bf43719c5c29bc584d2263c5bf41b,engaged_2146.jpg,hard_samples,engaged,train
21,e54b71d1c8630c8af48b5d4a01f7c55ffc5c342d53d28f646f0173e98910b7af,engaged_2149.jpg,hard_samples,engaged,train
21,e54b71d1c8630c8af48b5d4a01f7c55ffc5c342d53d28f646f0173e98910b7af,engaged_2150.jpg,hard_samples,engaged,train
22,4377ef1353ecde6c6372eb23b908c91373a0f90269039f7ede58fed7b4bab69a,engaged_2157.jpg,hard_samples,engaged,train
22,4377ef1353ecde6c6372eb23b908c91373a0f90269039f7ede58fed7b4bab69a,engaged_2158.jpg,hard_samples,engaged,train
23,c378f90c36d4291b46502094823fb5afd9d19583ed6753525d2e7cfd03127fc5,engaged_2164.jpg,hard_samples,engaged,train
23,c378f90c36d4291b46502094823fb5afd9d19583ed6753525d2e7cfd03127fc5,engaged_2165.jpg,hard_samples,engaged,train
24,1ec9661168b74f623c7b539d20bb9bbf6086289ba325ea559af7e58b11be5448,engaged_2173.jpg,hard_samples,engaged,train
24,1ec9661168b74f623c7b539d20bb9bbf6086289ba325ea559af7e58b11be5448,engaged_2174.jpg,hard_samples,engaged,train
25,3f18291ff29562a90a07f3c5b70cec25f878f79add17e43bab102e5d0a1ae1a4,engaged_2182.jpg,hard_samples,engaged,train
25,3f18291ff29562a90a07f3c5b70cec25f878f79add17e43bab102e5d0a1ae1a4,engaged_2181.jpg,hard_samples,engaged,test
26,77d671c4bf5749369bb2a9d82a46fd53562bf0edc2d4d4668c7a1a48e1a3bf01,engaged_2188.jpg,hard_samples,engaged,train
26,77d671c4bf5749369bb2a9d82a46fd53562bf0edc2d4d4668c7a1a48e1a3bf01,engaged_2189.jpg,hard_samples,engaged,train
27,31631249a23390de033f877aa184a87e0ca340416bddee72bd435b5f1a5d75ac,engaged_2192.jpg,hard_samples,engaged,train
27,31631249a23390de033f877aa184a87e0ca340416bddee72bd435b5f1a5d75ac,engaged_2191.jpg,hard_samples,engaged,test
28,cad88219c65ce18cb8baac1dde5838bce18828d309a32dfce516f5a5003abd3c,engaged_2200.jpg,hard_samples,engaged,train
28,cad88219c65ce18cb8baac1dde5838bce18828d309a32dfce516f5a5003abd3c,engaged_2201.jpg,hard_samples,engaged,train
29,aaf971952bc7079898ae287fd6de6431167c252480a013b3b0543c17a382b3e4,engaged_2204.jpg,hard_samples,engaged,train
29,aaf971952bc7079898ae287fd6de6431167c252480a013b3b0543c17a382b3e4,engaged_2203.jpg,hard_samples,engaged,test
30,84a549c2acf9c07c3b432821c0221d2b1c56a4ffe9cf425974443ea22d4f6d19,engaged_2212.jpg,hard_samples,engaged,train
30,84a549c2acf9c07c3b432821c0221d2b1c56a4ffe9cf425974443ea22d4f6d19,engaged_2213.jpg,hard_samples,engaged,val
31,64904d9be71885dd92d89e4a846707fc5c3fec0e39f3f2fa2596c69138319a92,engaged_2215.jpg,hard_samples,engaged,train
31,64904d9be71885dd92d89e4a846707fc5c3fec0e39f3f2fa2596c69138319a92,engaged_2216.jpg,hard_samples,engaged,test
32,2a6a870e331720a39dafdb0f33c93433be83724455e1623796d741c50ce68624,engaged_458.jpg,hard_samples,engaged,train
32,2a6a870e331720a39dafdb0f33c93433be83724455e1623796d741c50ce68624,engaged_459.jpg,hard_samples,engaged,train
33,9123cce35d8f9d1eaeb09b7c58efd26b64198815830d4c9589bacb1ab3ba53c9,engaged_462.jpg,hard_samples,engaged,train
33,9123cce35d8f9d1eaeb09b7c58efd26b64198815830d4c9589bacb1ab3ba53c9,engaged_463.jpg,hard_samples,engaged,train
34,505295ffe3671f4a3784cde6a4dc7c250c094a22ed1179822407db09e77285b2,engaged_464.jpg,hard_samples,engaged,train
34,505295ffe3671f4a3784cde6a4dc7c250c094a22ed1179822407db09e77285b2,engaged_465.jpg,hard_samples,engaged,test
35,0bf0e4bae0c4b99bc07a6fc68ad91f9a9af2b0736769336a66c14da0616f19c5,engaged_2079.jpg,hard_samples,engaged,val
35,0bf0e4bae0c4b99bc07a6fc68ad91f9a9af2b0736769336a66c14da0616f19c5,engaged_2080.jpg,hard_samples,engaged,val
